Timestamp,TargetLV,CurrentLV,ControlSignal1,VerticalVoltage
18:41:33.612,0.00,0.00,-0.46,2.96
18:41:33.645,0.00,0.00,-0.46,2.96
18:41:33.677,0.00,0.00,-0.46,2.96
18:41:33.710,0.00,0.00,-0.46,2.96
18:41:33.743,0.00,0.00,-0.46,2.96
18:41:33.775,0.00,0.00,-0.46,2.96
18:41:33.811,0.00,0.00,-0.46,2.96
18:41:33.844,0.00,0.00,-0.46,2.96
18:41:33.877,0.00,0.00,-0.46,2.96
18:41:33.909,0.00,0.00,-0.46,2.96
18:41:33.943,0.00,0.00,-0.46,2.96
18:41:33.976,0.00,0.00,-0.46,2.96
18:41:34.009,0.00,0.00,-0.46,2.96
18:41:34.042,0.10,0.00,-0.45,2.95
18:41:34.075,0.10,0.00,-0.44,2.94
18:41:34.107,0.10,0.00,-0.43,2.93
18:41:34.140,0.10,0.00,-0.42,2.92
18:41:34.173,0.10,0.00,-0.41,2.91
18:41:34.206,0.10,0.00,-0.40,2.90
18:41:34.238,0.10,0.00,-0.39,2.89
18:41:34.271,0.10,0.00,-0.38,2.88
18:41:34.304,0.10,0.00,-0.37,2.87
18:41:34.337,0.10,0.00,-0.36,2.86
18:41:34.369,0.10,0.00,-0.35,2.85
18:41:34.406,0.10,0.00,-0.34,2.84
18:41:34.438,0.10,0.00,-0.33,2.83
18:41:34.471,0.10,0.00,-0.32,2.82
18:41:34.504,0.10,0.00,-0.31,2.81
18:41:34.537,0.10,0.00,-0.30,2.80
18:41:34.570,0.10,0.00,-0.29,2.79
18:41:34.603,0.10,0.00,-0.28,2.78
18:41:34.635,0.10,0.00,-0.27,2.77
18:41:34.668,0.10,0.00,-0.26,2.76
18:41:34.701,0.10,0.00,-0.25,2.75
18:41:34.734,0.10,0.00,-0.24,2.74
18:41:34.767,0.10,0.00,-0.23,2.73
18:41:34.799,0.10,0.00,-0.22,2.72
18:41:34.832,0.10,0.00,-0.21,2.71
18:41:34.865,0.10,0.00,-0.20,2.70
18:41:34.898,0.10,0.00,-0.19,2.69
18:41:34.931,0.10,0.00,-0.18,2.68
18:41:34.963,0.10,0.00,-0.17,2.67
18:41:35.000,0.10,0.00,-0.16,2.66
18:41:35.032,0.10,0.00,-0.15,2.65
18:41:35.066,0.10,0.00,-0.14,2.64
18:41:35.098,0.10,0.00,-0.13,2.63
18:41:35.131,0.10,0.00,-0.12,2.62
18:41:35.164,0.10,0.00,-0.11,2.61
18:41:35.197,0.10,0.00,-0.10,2.60
18:41:35.230,0.10,0.00,-0.09,2.59
18:41:35.263,0.10,0.00,-0.08,2.58
18:41:35.295,0.10,0.00,-0.07,2.57
18:41:35.328,0.10,0.00,-0.06,2.56
18:41:35.361,0.10,0.00,-0.05,2.55
18:41:35.394,0.10,0.00,-0.04,2.54
18:41:35.426,0.10,0.00,-0.03,2.53
18:41:35.459,0.10,0.00,-0.02,2.52
18:41:35.491,0.10,0.00,-0.01,2.51
18:41:35.525,0.10,0.00,-0.00,2.50
18:41:35.560,0.10,0.00,0.01,2.49
18:41:35.593,0.10,0.00,0.02,2.48
18:41:35.626,0.10,0.00,0.03,2.47
18:41:35.659,0.10,0.00,0.04,2.46
18:41:35.691,0.10,0.00,0.05,2.45
18:41:35.725,0.10,0.00,0.06,2.44
18:41:35.757,0.10,0.00,0.07,2.43
18:41:35.790,0.10,0.00,0.08,2.42
18:41:35.823,0.10,0.00,0.09,2.41
18:41:35.856,0.10,0.00,0.10,2.40
18:41:35.889,0.10,0.00,0.11,2.39
18:41:35.922,0.10,0.00,0.12,2.38
18:41:35.954,0.10,0.00,0.13,2.37
18:41:35.987,0.10,0.00,0.14,2.36
18:41:36.020,0.10,0.00,0.15,2.35
18:41:36.053,0.10,0.00,0.16,2.34
18:41:36.085,0.10,0.00,0.17,2.33
18:41:36.118,0.10,0.00,0.18,2.32
18:41:36.154,0.10,0.00,0.19,2.31
18:41:36.187,0.10,0.00,0.20,2.30
18:41:36.220,0.10,0.00,0.21,2.29
18:41:36.253,0.10,0.00,0.22,2.28
18:41:36.286,0.10,0.00,0.23,2.27
18:41:36.319,0.10,0.00,0.24,2.26
18:41:36.352,0.10,0.00,0.25,2.25
18:41:36.384,0.10,0.00,0.26,2.24
18:41:36.417,0.10,0.00,0.27,2.23
18:41:36.450,0.10,0.00,0.28,2.22
18:41:36.483,0.10,0.00,0.29,2.21
18:41:36.516,0.10,0.00,0.30,2.20
18:41:36.548,0.10,0.00,0.31,2.19
18:41:36.581,0.10,0.00,0.32,2.18
18:41:36.614,0.10,0.00,0.33,2.17
18:41:36.647,0.10,0.00,0.34,2.16
18:41:36.680,0.10,0.01,0.35,2.15
18:41:36.712,0.10,0.01,0.36,2.14
18:41:36.748,0.10,0.01,0.37,2.13
18:41:36.781,0.10,0.01,0.38,2.12
18:41:36.814,0.10,0.01,0.38,2.12
18:41:36.846,0.10,0.02,0.39,2.11
18:41:36.880,0.10,0.04,0.40,2.10
18:41:36.912,0.10,0.04,0.40,2.10
18:41:36.945,0.10,0.06,0.41,2.09
18:41:36.978,0.10,0.07,0.41,2.09
18:41:37.011,0.10,0.08,0.41,2.09
18:41:37.044,0.10,0.09,0.41,2.09
18:41:37.076,0.10,0.10,0.41,2.09
18:41:37.110,0.10,0.11,0.41,2.09
18:41:37.142,0.10,0.11,0.41,2.09
18:41:37.175,0.10,0.12,0.41,2.09
18:41:37.208,0.10,0.11,0.41,2.09
18:41:37.240,0.10,0.12,0.41,2.09
18:41:37.274,0.10,0.11,0.41,2.09
18:41:37.310,0.10,0.12,0.40,2.10
18:41:37.343,0.10,0.11,0.40,2.10
18:41:37.375,0.10,0.10,0.40,2.10
18:41:37.408,0.10,0.10,0.40,2.10
18:41:37.441,0.10,0.11,0.40,2.10
18:41:37.474,0.10,0.10,0.40,2.10
18:41:37.507,0.10,0.10,0.40,2.10
18:41:37.540,0.10,0.09,0.40,2.10
18:41:37.572,0.10,0.09,0.40,2.10
18:41:37.605,0.10,0.10,0.40,2.10
18:41:37.638,0.10,0.10,0.40,2.10
18:41:37.670,0.10,0.09,0.40,2.10
18:41:37.703,0.10,0.10,0.41,2.09
18:41:37.736,0.10,0.10,0.41,2.09
18:41:37.769,0.10,0.10,0.41,2.09
18:41:37.802,0.10,0.09,0.41,2.09
18:41:37.834,0.10,0.10,0.41,2.09
18:41:37.867,0.10,0.10,0.41,2.09
18:41:37.903,0.10,0.11,0.41,2.09
18:41:37.936,0.10,0.10,0.41,2.09
18:41:37.969,0.10,0.10,0.41,2.09
18:41:37.998,0.10,0.10,0.41,2.09
18:41:38.035,0.10,0.10,0.41,2.09
18:41:38.068,0.10,0.10,0.41,2.09
18:41:38.100,0.10,0.10,0.41,2.09
18:41:38.133,0.10,0.10,0.41,2.09
18:41:38.166,0.10,0.10,0.41,2.09
18:41:38.199,0.10,0.10,0.41,2.09
18:41:38.232,0.10,0.10,0.41,2.09
18:41:38.265,0.10,0.10,0.41,2.09
18:41:38.297,0.10,0.10,0.41,2.09
18:41:38.330,0.10,0.11,0.41,2.09
18:41:38.362,0.10,0.10,0.41,2.09
18:41:38.396,0.10,0.11,0.40,2.10
18:41:38.428,0.10,0.10,0.40,2.10
18:41:38.461,0.10,0.10,0.40,2.10
18:41:38.497,0.10,0.11,0.40,2.10
18:41:38.530,0.10,0.10,0.40,2.10
18:41:38.563,0.10,0.10,0.40,2.10
18:41:38.595,0.10,0.10,0.40,2.10
18:41:38.629,0.10,0.10,0.40,2.10
18:41:38.661,0.10,0.11,0.40,2.10
18:41:38.694,0.10,0.11,0.40,2.10
18:41:38.727,0.10,0.10,0.40,2.10
18:41:38.760,0.10,0.10,0.40,2.10
18:41:38.793,0.10,0.10,0.40,2.10
18:41:38.825,0.10,0.10,0.40,2.10
18:41:38.859,0.10,0.10,0.40,2.10
18:41:38.891,0.10,0.10,0.40,2.10
18:41:38.924,0.10,0.11,0.40,2.10
18:41:38.957,0.10,0.10,0.40,2.10
18:41:38.990,0.10,0.10,0.40,2.10
18:41:39.022,0.10,0.10,0.40,2.10
18:41:39.055,0.10,0.10,0.40,2.10
18:41:39.091,0.10,0.10,0.40,2.10
18:41:39.124,0.10,0.10,0.40,2.10
18:41:39.157,0.10,0.10,0.40,2.10
18:41:39.189,0.10,0.10,0.40,2.10
18:41:39.223,0.10,0.11,0.40,2.10
18:41:39.255,0.10,0.10,0.40,2.10
18:41:39.288,0.10,0.10,0.40,2.10
18:41:39.321,0.10,0.10,0.40,2.10
18:41:39.354,0.10,0.11,0.40,2.10
18:41:39.386,0.10,0.10,0.40,2.10
18:41:39.419,0.10,0.10,0.40,2.10
18:41:39.452,0.10,0.10,0.40,2.10
18:41:39.485,0.10,0.10,0.40,2.10
18:41:39.517,0.10,0.10,0.40,2.10
18:41:39.550,0.10,0.10,0.40,2.10
18:41:39.583,0.10,0.10,0.40,2.10
18:41:39.616,0.10,0.10,0.40,2.10
18:41:39.652,0.10,0.10,0.40,2.10
18:41:39.685,0.10,0.10,0.40,2.10
18:41:39.718,0.10,0.10,0.40,2.10
18:41:39.750,0.10,0.10,0.40,2.10
18:41:39.783,0.10,0.10,0.40,2.10
18:41:39.816,0.10,0.10,0.40,2.10
18:41:39.849,0.00,0.10,0.39,2.11
18:41:39.882,0.00,0.10,0.38,2.12
18:41:39.914,0.00,0.10,0.37,2.13
18:41:39.948,0.00,0.11,0.36,2.14
18:41:39.980,0.00,0.10,0.35,2.15
18:41:40.013,0.00,0.10,0.34,2.16
18:41:40.046,0.00,0.07,0.33,2.17
18:41:40.079,0.00,0.06,0.33,2.17
18:41:40.112,0.00,0.04,0.32,2.18
18:41:40.145,0.00,0.03,0.32,2.18
18:41:40.177,0.00,0.02,0.32,2.18
18:41:40.210,0.00,0.02,0.31,2.19
18:41:40.246,0.00,0.01,0.31,2.19
18:41:40.279,0.00,0.00,0.31,2.19
18:41:40.312,0.00,-0.01,0.31,2.19
18:41:40.344,0.00,-0.01,0.31,2.19
18:41:40.377,0.00,-0.01,0.32,2.18
18:41:40.411,0.00,-0.01,0.32,2.18
18:41:40.444,0.00,-0.00,0.32,2.18
18:41:40.476,0.00,-0.01,0.32,2.18
18:41:40.509,0.00,0.00,0.32,2.18
18:41:40.542,0.00,0.00,0.32,2.18
18:41:40.574,0.00,0.01,0.32,2.18
18:41:40.607,0.00,0.00,0.32,2.18
18:41:40.640,0.00,0.00,0.32,2.18
18:41:40.673,0.00,-0.00,0.32,2.18
18:41:40.706,0.00,-0.00,0.32,2.18
18:41:40.738,0.00,0.00,0.32,2.18
18:41:40.771,0.00,0.00,0.32,2.18
18:41:40.804,0.00,0.00,0.32,2.18
18:41:40.836,0.00,0.00,0.32,2.18
18:41:40.869,0.00,0.00,0.32,2.18
18:41:40.901,0.00,0.00,0.32,2.18
18:41:40.934,0.00,0.00,0.32,2.18
18:41:40.971,0.00,0.00,0.32,2.18
18:41:41.004,0.00,0.00,0.32,2.18
18:41:41.037,0.00,0.00,0.32,2.18
18:41:41.069,0.00,0.00,0.32,2.18
18:41:41.102,0.00,0.00,0.32,2.18
18:41:41.136,0.00,0.00,0.32,2.18
18:41:41.168,0.00,0.00,0.32,2.18
18:41:41.201,0.00,0.00,0.32,2.18
18:41:41.234,0.00,0.00,0.32,2.18
18:41:41.267,0.00,0.00,0.32,2.18
18:41:41.299,0.00,0.00,0.32,2.18
18:41:41.332,0.00,0.00,0.32,2.18
18:41:41.365,0.00,0.00,0.32,2.18
18:41:41.401,0.00,0.00,0.32,2.18
18:41:41.434,0.00,0.00,0.32,2.18
18:41:41.466,0.00,0.00,0.32,2.18
18:41:41.500,0.00,0.00,0.32,2.18
18:41:41.532,0.00,0.00,0.32,2.18
18:41:41.565,0.00,0.00,0.32,2.18
18:41:41.598,0.00,0.00,0.32,2.18
18:41:41.631,0.00,0.00,0.32,2.18
18:41:41.663,0.00,0.00,0.32,2.18
18:41:41.696,0.00,0.00,0.32,2.18
18:41:41.729,0.00,0.00,0.32,2.18
18:41:41.762,0.00,0.00,0.32,2.18
18:41:41.795,0.00,0.00,0.32,2.18
18:41:41.828,0.00,0.00,0.32,2.18
18:41:41.861,0.00,0.00,0.32,2.18
18:41:41.893,0.00,0.00,0.32,2.18
18:41:41.926,0.00,0.00,0.32,2.18
18:41:41.959,0.00,0.00,0.32,2.18
18:41:41.992,0.00,0.00,0.32,2.18
18:41:42.025,0.00,0.00,0.32,2.18
18:41:42.057,0.00,0.00,0.32,2.18
18:41:42.090,0.00,0.00,0.32,2.18
18:41:42.126,0.00,0.00,0.32,2.18
18:41:42.159,0.00,0.00,0.32,2.18
18:41:42.192,0.00,0.00,0.32,2.18
18:41:42.225,0.00,0.00,0.32,2.18
18:41:42.257,0.00,0.00,0.32,2.18
18:41:42.290,0.00,0.00,0.32,2.18
18:41:42.323,0.00,0.00,0.32,2.18
18:41:42.356,0.00,0.00,0.32,2.18
18:41:42.389,0.00,0.00,0.32,2.18
18:41:42.421,0.00,0.00,0.32,2.18
18:41:42.454,0.00,0.00,0.32,2.18
18:41:42.487,0.00,0.00,0.32,2.18
18:41:42.520,0.00,0.00,0.32,2.18
18:41:42.552,0.00,0.00,0.32,2.18
18:41:42.588,0.00,0.00,0.32,2.18
18:41:42.621,0.00,0.00,0.32,2.18
18:41:42.654,0.00,0.00,0.32,2.18
18:41:42.687,0.00,0.00,0.32,2.18
18:41:42.720,0.00,0.00,0.32,2.18
18:41:42.753,0.00,0.00,0.32,2.18
18:41:42.786,0.00,0.00,0.32,2.18
18:41:42.818,0.00,0.00,0.32,2.18
18:41:42.851,0.10,0.00,0.33,2.17
18:41:42.884,0.10,0.00,0.34,2.16
18:41:42.918,0.10,0.00,0.35,2.15
18:41:42.950,0.10,0.00,0.36,2.14
18:41:42.982,0.10,0.00,0.37,2.13
18:41:43.015,0.10,0.01,0.38,2.12
18:41:43.048,0.10,0.02,0.38,2.12
18:41:43.080,0.10,0.03,0.39,2.11
18:41:43.113,0.10,0.06,0.40,2.10
18:41:43.146,0.10,0.07,0.40,2.10
18:41:43.183,0.10,0.07,0.40,2.10
18:41:43.216,0.10,0.07,0.40,2.10
18:41:43.249,0.10,0.09,0.41,2.09
18:41:43.282,0.10,0.09,0.41,2.09
18:41:43.314,0.10,0.10,0.41,2.09
18:41:43.347,0.10,0.10,0.41,2.09
18:41:43.380,0.10,0.10,0.41,2.09
18:41:43.412,0.10,0.11,0.41,2.09
18:41:43.446,0.10,0.11,0.41,2.09
18:41:43.479,0.10,0.11,0.40,2.10
18:41:43.511,0.10,0.11,0.40,2.10
18:41:43.544,0.10,0.10,0.40,2.10
18:41:43.577,0.10,0.11,0.40,2.10
18:41:43.610,0.10,0.11,0.40,2.10
18:41:43.642,0.10,0.10,0.40,2.10
18:41:43.675,0.10,0.11,0.40,2.10
18:41:43.707,0.10,0.10,0.40,2.10
18:41:43.743,0.10,0.10,0.40,2.10
18:41:43.776,0.10,0.10,0.40,2.10
18:41:43.809,0.10,0.10,0.40,2.10
18:41:43.842,0.10,0.10,0.40,2.10
18:41:43.874,0.10,0.10,0.40,2.10
18:41:43.908,0.10,0.11,0.40,2.10
18:41:43.941,0.10,0.10,0.40,2.10
18:41:43.973,0.10,0.10,0.40,2.10
18:41:44.006,0.10,0.10,0.40,2.10
18:41:44.039,0.10,0.10,0.40,2.10
18:41:44.072,0.10,0.10,0.40,2.10
18:41:44.105,0.10,0.10,0.40,2.10
18:41:44.138,0.10,0.10,0.40,2.10
18:41:44.170,0.10,0.09,0.40,2.10
18:41:44.203,0.10,0.11,0.40,2.10
18:41:44.236,0.10,0.10,0.40,2.10
18:41:44.269,0.10,0.10,0.40,2.10
18:41:44.302,0.10,0.10,0.40,2.10
18:41:44.338,0.10,0.10,0.40,2.10
18:41:44.370,0.10,0.10,0.40,2.10
18:41:44.403,0.10,0.10,0.40,2.10
18:41:44.436,0.10,0.10,0.40,2.10
18:41:44.469,0.10,0.10,0.40,2.10
18:41:44.502,0.10,0.10,0.40,2.10
18:41:44.535,0.10,0.10,0.40,2.10
18:41:44.567,0.10,0.10,0.40,2.10
18:41:44.601,0.10,0.10,0.40,2.10
18:41:44.634,0.10,0.11,0.40,2.10
18:41:44.666,0.10,0.10,0.40,2.10
18:41:44.699,0.10,0.10,0.40,2.10
18:41:44.732,0.10,0.11,0.40,2.10
18:41:44.764,0.10,0.10,0.40,2.10
18:41:44.797,0.10,0.10,0.40,2.10
18:41:44.830,0.10,0.10,0.40,2.10
18:41:44.862,0.10,0.10,0.40,2.10
18:41:44.895,0.10,0.10,0.40,2.10
18:41:44.932,0.10,0.10,0.40,2.10
18:41:44.964,0.10,0.10,0.40,2.10
18:41:44.993,0.10,0.10,0.40,2.10
18:41:45.027,0.10,0.10,0.40,2.10
18:41:45.063,0.10,0.10,0.40,2.10
18:41:45.095,0.10,0.10,0.40,2.10
18:41:45.128,0.10,0.10,0.40,2.10
18:41:45.161,0.10,0.10,0.40,2.10
18:41:45.194,0.10,0.09,0.40,2.10
18:41:45.227,0.10,0.10,0.40,2.10
18:41:45.260,0.10,0.10,0.40,2.10
18:41:45.292,0.10,0.11,0.40,2.10
18:41:45.325,0.10,0.10,0.40,2.10
18:41:45.358,0.10,0.11,0.40,2.10
18:41:45.391,0.10,0.10,0.40,2.10
18:41:45.423,0.10,0.10,0.40,2.10
18:41:45.456,0.10,0.11,0.40,2.10
18:41:45.492,0.10,0.11,0.40,2.10
18:41:45.525,0.10,0.10,0.40,2.10
18:41:45.558,0.10,0.10,0.40,2.10
18:41:45.591,0.10,0.10,0.40,2.10
18:41:45.623,0.10,0.10,0.40,2.10
18:41:45.657,0.10,0.10,0.40,2.10
18:41:45.689,0.10,0.09,0.40,2.10
18:41:45.722,0.10,0.09,0.40,2.10
18:41:45.755,0.10,0.09,0.40,2.10
18:41:45.788,0.10,0.09,0.40,2.10
18:41:45.821,0.10,0.09,0.40,2.10
18:41:45.854,0.10,0.09,0.40,2.10
18:41:45.887,0.10,0.10,0.40,2.10
18:41:45.919,0.10,0.10,0.41,2.09
18:41:45.952,0.10,0.11,0.40,2.10
18:41:45.985,0.10,0.11,0.40,2.10
18:41:46.018,0.10,0.11,0.40,2.10
18:41:46.050,0.10,0.11,0.40,2.10
18:41:46.082,0.10,0.12,0.40,2.10
18:41:46.115,0.10,0.11,0.40,2.10
18:41:46.149,0.10,0.11,0.40,2.10
18:41:46.181,0.10,0.11,0.40,2.10
18:41:46.218,0.10,0.11,0.39,2.11
18:41:46.251,0.10,0.11,0.39,2.11
18:41:46.284,0.10,0.09,0.39,2.11
18:41:46.317,0.10,0.09,0.40,2.10
18:41:46.349,0.10,0.09,0.40,2.10
18:41:46.382,0.10,0.09,0.40,2.10
18:41:46.415,0.10,0.09,0.40,2.10
18:41:46.448,0.10,0.09,0.40,2.10
18:41:46.481,0.10,0.09,0.40,2.10
18:41:46.513,0.10,0.10,0.40,2.10
18:41:46.546,0.10,0.09,0.40,2.10
18:41:46.578,0.00,0.09,0.39,2.11
18:41:46.611,0.00,0.10,0.38,2.12
18:41:46.644,0.00,0.10,0.37,2.13
18:41:46.680,0.00,0.10,0.36,2.14
18:41:46.713,0.00,0.10,0.35,2.15
18:41:46.746,0.00,0.09,0.35,2.15
18:41:46.778,0.00,0.09,0.34,2.16
18:41:46.811,0.00,0.07,0.33,2.17
18:41:46.844,0.00,0.05,0.32,2.18
18:41:46.877,0.00,0.04,0.32,2.18
18:41:46.910,0.00,0.04,0.32,2.18
18:41:46.942,0.00,0.03,0.31,2.19
18:41:46.976,0.00,0.01,0.31,2.19
18:41:47.008,0.00,0.00,0.31,2.19
18:41:47.041,0.00,-0.01,0.31,2.19
18:41:47.074,0.00,-0.01,0.31,2.19
18:41:47.106,0.00,-0.00,0.31,2.19
18:41:47.139,0.00,0.00,0.31,2.19
18:41:47.172,0.00,0.00,0.31,2.19
18:41:47.205,0.00,0.00,0.31,2.19
18:41:47.238,0.00,-0.00,0.31,2.19
18:41:47.274,0.00,0.00,0.31,2.19
18:41:47.307,0.00,0.00,0.31,2.19
18:41:47.339,0.00,0.00,0.31,2.19
18:41:47.372,0.00,0.00,0.31,2.19
18:41:47.405,0.00,0.00,0.31,2.19
18:41:47.438,0.00,0.00,0.31,2.19
18:41:47.471,0.00,0.00,0.31,2.19
18:41:47.504,0.00,0.00,0.31,2.19
18:41:47.537,0.00,0.00,0.31,2.19
18:41:47.570,0.00,0.00,0.31,2.19
18:41:47.603,0.00,0.00,0.31,2.19
18:41:47.635,0.00,0.00,0.31,2.19
18:41:47.668,0.00,0.00,0.31,2.19
18:41:47.701,0.00,0.00,0.31,2.19
18:41:47.734,0.00,0.00,0.31,2.19
18:41:47.767,0.00,0.00,0.31,2.19
18:41:47.799,0.00,0.00,0.31,2.19
18:41:47.832,0.00,0.00,0.31,2.19
18:41:47.865,0.00,0.00,0.31,2.19
18:41:47.898,0.00,0.00,0.31,2.19
18:41:47.930,0.00,0.00,0.31,2.19
18:41:47.963,0.00,0.00,0.31,2.19
18:41:48.000,0.00,0.00,0.31,2.19
18:41:48.032,0.00,0.00,0.31,2.19
18:41:48.065,0.00,0.00,0.31,2.19
18:41:48.098,0.00,0.00,0.31,2.19
18:41:48.131,0.00,0.00,0.31,2.19
18:41:48.163,0.00,0.00,0.31,2.19
18:41:48.196,0.00,0.00,0.31,2.19
18:41:48.229,0.00,0.00,0.31,2.19
18:41:48.262,0.00,0.00,0.31,2.19
18:41:48.295,0.00,0.00,0.31,2.19
18:41:48.328,0.00,0.00,0.31,2.19
18:41:48.361,0.00,0.00,0.31,2.19
18:41:48.394,0.00,0.00,0.31,2.19
18:41:48.429,0.00,0.00,0.31,2.19
18:41:48.462,0.00,0.00,0.31,2.19
18:41:48.494,0.00,0.00,0.31,2.19
18:41:48.527,0.00,0.00,0.31,2.19
18:41:48.560,0.00,0.00,0.31,2.19
18:41:48.593,0.00,0.00,0.31,2.19
18:41:48.626,0.00,0.00,0.31,2.19
18:41:48.659,0.00,0.00,0.31,2.19
18:41:48.691,0.00,0.00,0.31,2.19
18:41:48.724,0.00,0.00,0.31,2.19
18:41:48.757,0.00,0.00,0.31,2.19
18:41:48.790,0.10,0.00,0.32,2.18
18:41:48.823,0.10,0.00,0.33,2.17
18:41:48.856,0.10,0.00,0.34,2.16
18:41:48.888,0.10,0.00,0.35,2.15
18:41:48.921,0.10,0.00,0.36,2.14
18:41:48.954,0.10,0.01,0.37,2.13
18:41:48.987,0.10,0.01,0.38,2.12
18:41:49.019,0.10,0.02,0.39,2.11
18:41:49.052,0.10,0.02,0.40,2.10
18:41:49.084,0.10,0.04,0.40,2.10
18:41:49.117,0.10,0.06,0.41,2.09
18:41:49.154,0.10,0.07,0.41,2.09
18:41:49.187,0.10,0.08,0.41,2.09
18:41:49.219,0.10,0.10,0.41,2.09
18:41:49.252,0.10,0.10,0.41,2.09
18:41:49.286,0.10,0.11,0.41,2.09
18:41:49.318,0.10,0.12,0.41,2.09
18:41:49.351,0.10,0.11,0.41,2.09
18:41:49.384,0.10,0.12,0.41,2.09
18:41:49.417,0.10,0.11,0.40,2.10
18:41:49.449,0.10,0.12,0.40,2.10
18:41:49.482,0.10,0.12,0.40,2.10
18:41:49.515,0.10,0.12,0.40,2.10
18:41:49.548,0.10,0.11,0.40,2.10
18:41:49.584,0.10,0.11,0.40,2.10
18:41:49.617,0.10,0.10,0.40,2.10
18:41:49.649,0.10,0.10,0.40,2.10
18:41:49.682,0.10,0.09,0.40,2.10
18:41:49.716,0.10,0.09,0.40,2.10
18:41:49.749,0.10,0.09,0.40,2.10
18:41:49.781,0.10,0.09,0.40,2.10
18:41:49.814,0.10,0.09,0.40,2.10
18:41:49.846,0.10,0.09,0.40,2.10
18:41:49.880,0.10,0.09,0.40,2.10
18:41:49.913,0.10,0.09,0.40,2.10
18:41:49.945,0.10,0.09,0.41,2.09
18:41:49.978,0.10,0.10,0.41,2.09
18:41:50.011,0.10,0.10,0.41,2.09
18:41:50.044,0.10,0.11,0.40,2.10
18:41:50.076,0.10,0.11,0.40,2.10
18:41:50.109,0.10,0.11,0.40,2.10
18:41:50.142,0.10,0.11,0.40,2.10
18:41:50.175,0.10,0.11,0.40,2.10
18:41:50.208,0.10,0.11,0.40,2.10
18:41:50.240,0.10,0.11,0.40,2.10
18:41:50.273,0.10,0.11,0.40,2.10
18:41:50.309,0.10,0.11,0.40,2.10
18:41:50.343,0.10,0.11,0.40,2.10
18:41:50.375,0.10,0.09,0.40,2.10
18:41:50.408,0.10,0.09,0.40,2.10
18:41:50.440,0.10,0.10,0.40,2.10
18:41:50.473,0.10,0.10,0.40,2.10
18:41:50.506,0.10,0.09,0.40,2.10
18:41:50.539,0.10,0.09,0.40,2.10
18:41:50.572,0.10,0.08,0.40,2.10
18:41:50.604,0.10,0.09,0.40,2.10
18:41:50.637,0.10,0.09,0.40,2.10
18:41:50.670,0.10,0.09,0.40,2.10
18:41:50.703,0.10,0.10,0.40,2.10
18:41:50.735,0.10,0.11,0.40,2.10
18:41:50.771,0.10,0.11,0.40,2.10
18:41:50.804,0.10,0.11,0.40,2.10
18:41:50.837,0.10,0.11,0.40,2.10
18:41:50.870,0.10,0.11,0.40,2.10
18:41:50.903,0.10,0.11,0.40,2.10
18:41:50.936,0.10,0.11,0.40,2.10
18:41:50.968,0.10,0.11,0.40,2.10
18:41:51.001,0.10,0.11,0.40,2.10
18:41:51.034,0.10,0.11,0.40,2.10
18:41:51.067,0.10,0.11,0.40,2.10
18:41:51.099,0.10,0.09,0.40,2.10
18:41:51.133,0.10,0.09,0.40,2.10
18:41:51.166,0.10,0.09,0.40,2.10
18:41:51.198,0.10,0.09,0.40,2.10
18:41:51.231,0.10,0.08,0.40,2.10
18:41:51.264,0.10,0.09,0.40,2.10
18:41:51.297,0.10,0.09,0.40,2.10
18:41:51.329,0.10,0.09,0.40,2.10
18:41:51.366,0.10,0.09,0.40,2.10
18:41:51.399,0.10,0.10,0.41,2.09
18:41:51.431,0.10,0.10,0.40,2.10
18:41:51.464,0.10,0.11,0.40,2.10
18:41:51.497,0.10,0.11,0.40,2.10
18:41:51.530,0.10,0.11,0.40,2.10
18:41:51.563,0.10,0.11,0.40,2.10
18:41:51.595,0.10,0.11,0.40,2.10
18:41:51.628,0.10,0.11,0.40,2.10
18:41:51.661,0.10,0.11,0.40,2.10
18:41:51.694,0.10,0.11,0.40,2.10
18:41:51.727,0.10,0.10,0.40,2.10
18:41:51.759,0.10,0.10,0.40,2.10
18:41:51.792,0.10,0.10,0.40,2.10
18:41:51.825,0.10,0.10,0.40,2.10
18:41:51.858,0.10,0.10,0.40,2.10
18:41:51.890,0.10,0.09,0.40,2.10
18:41:51.926,0.10,0.09,0.40,2.10
18:41:51.956,0.10,0.09,0.40,2.10
18:41:51.989,0.10,0.09,0.40,2.10
18:41:52.021,0.10,0.08,0.40,2.10
18:41:52.054,0.10,0.08,0.40,2.10
18:41:52.090,0.10,0.09,0.40,2.10
18:41:52.124,0.10,0.09,0.40,2.10
18:41:52.156,0.10,0.10,0.40,2.10
18:41:52.189,0.10,0.10,0.40,2.10
18:41:52.223,0.10,0.12,0.40,2.10
18:41:52.255,0.10,0.11,0.40,2.10
18:41:52.288,0.10,0.11,0.40,2.10
18:41:52.321,0.10,0.11,0.40,2.10
18:41:52.353,0.10,0.11,0.40,2.10
18:41:52.386,0.10,0.11,0.40,2.10
18:41:52.419,0.10,0.11,0.40,2.10
18:41:52.452,0.10,0.10,0.40,2.10
18:41:52.485,0.10,0.10,0.40,2.10
18:41:52.521,0.10,0.10,0.40,2.10
18:41:52.554,0.10,0.10,0.40,2.10
18:41:52.586,0.10,0.10,0.40,2.10
18:41:52.619,0.10,0.10,0.40,2.10
18:41:52.652,0.10,0.10,0.40,2.10
